order_id,customer_id,order_date,order_status,payment_method,shipping_cost
1546,167,2025-03-13,Completed,Card,22.37
1547,984,2025-05-22,Completed,Card,3.74
1548,41,2024-02-17,Completed,Mobile Money,15.9
1549,2258,2025-01-17,Completed,Card,11.85
1550,1638,2025-09-03,Completed,Card,11.19
1551,2062,2025-03-05,Completed,Card,9.16
1552,2178,2024-07-10,Completed,Card,12.75
1553,848,2024-07-22,Completed,PayPal,13.05
1554,353,2024-01-07,Completed,Cash on Delivery,15.79
1555,74,2025-09-10,Completed,Card,6.81
1556,329,2025-04-21,Completed,Card,8.59
1557,1693,2024-07-08,Completed,Bank Transfer,3.52
1558,2452,2025-12-24,Completed,Card,7.44
1559,1601,2025-07-24,Completed,PayPal,12.79
1560,485,2025-05-21,Completed,Mobile Money,10.93
1561,975,2024-11-23,Completed,Card,24.41
1562,1937,2024-04-27,Completed,Bank Transfer,3.39
1563,323,2024-09-24,Completed,Bank Transfer,14.96
1564,557,2025-11-21,Completed,Card,13.92
1565,1816,2025-08-20,Completed,Mobile Money,20.83
1566,1923,2024-01-09,Completed,Card,13.13
1567,2164,2025-10-30,Completed,PayPal,11.06
1568,105,2025-09-14,Completed,Card,17.63
1569,1044,2025-04-06,Completed,Card,13.79
1570,2199,2025-11-18,Completed,Mobile Money,23.24
1571,237,2024-06-13,Completed,Card,10.4
1572,1719,2025-12-13,Completed,Card,7.21
1573,792,2025-12-18,Completed,Mobile Money,17.5
1574,1456,2024-01-23,Completed,Card,24.72
1575,926,2025-05-09,Returned,Card,5.86
1576,677,2024-04-17,Completed,Card,16.51
1577,2008,2025-12-19,Completed,Card,19.22
1578,269,2024-09-26,Completed,Cash on Delivery,16.55
1579,2439,2025-06-02,Completed,PayPal,19.73
1580,1491,2025-08-23,Completed,Card,12.57
1581,566,2025-11-22,Completed,Bank Transfer,15.27
1582,307,2025-12-25,Completed,Card,21.64
1583,191,2024-11-24,Completed,Bank Transfer,20.91
1584,640,2025-10-22,Completed,Bank Transfer,14.89
1585,1332,2024-09-26,Completed,Card,4.72
1586,1119,2024-07-04,Completed,Card,21.68
1587,1855,2024-10-17,Completed,PayPal,17.87
1588,1127,2025-03-03,Completed,PayPal,24.47
1589,359,2024-04-25,Completed,Card,2.57
1590,1647,2024-06-05,Completed,Card,14.08
1591,526,2025-11-02,Completed,Card,3.63
1592,695,2025-04-07,Completed,Mobile Money,14.51
1593,850,2024-09-26,Completed,Cash on Delivery,16.05
1594,792,2025-02-21,Completed,Card,10.12
1595,539,2024-12-10,Completed,PayPal,22.25
1596,1116,2025-12-01,Completed,Card,3.1
1597,551,2025-02-07,Completed,Card,15.27
1598,899,2024-04-21,Completed,Cash on Delivery,22.02
1599,2452,2024-11-07,Completed,Card,14.15
1600,1088,2025-09-27,Completed,Card,4.24
1601,2272,2024-06-30,Completed,Bank Transfer,2.91
1602,1371,2025-04-11,Completed,Bank Transfer,9.12
1603,1898,2025-09-22,Completed,Bank Transfer,24.93
1604,1427,2024-10-10,Completed,Card,10.71
1605,606,2024-11-09,Completed,Bank Transfer,21.05
1606,412,2024-04-14,Completed,Bank Transfer,3.8
1607,1954,2024-07-08,Completed,Bank Transfer,15.87
1608,856,2025-04-23,Completed,Card,19.04
1609,322,2025-10-16,Completed,Card,4.34
1610,859,2025-12-07,Completed,Card,15.73
1611,1753,2025-12-25,Completed,PayPal,20.11
1612,373,2024-12-30,Completed,Card,4.13
1613,1779,2025-01-30,Completed,Cash on Delivery,14.37
1614,1027,2025-12-26,Completed,Bank Transfer,19.97
1615,877,2024-05-03,Completed,PayPal,21.03
1616,2131,2025-06-22,Completed,PayPal,14.99
1617,113,2025-11-02,Completed,Card,9.13
1618,655,2025-01-04,Completed,Card,10.48
1619,743,2025-06-10,Completed,Card,8.34
1620,1965,2024-11-07,Completed,Card,15.66
1621,2323,2024-11-26,Completed,Card,18.71
1622,579,2025-08-15,Completed,Mobile Money,17.11
1623,516,2024-08-03,Completed,Card,3.76
1624,2035,2025-09-05,Completed,Card,8.25
1625,1626,2025-09-12,Completed,Mobile Money,21.5
1626,1558,2024-12-22,Completed,Card,21.25
1627,1177,2024-03-24,Completed,Mobile Money,20.83
1628,2359,2025-11-06,Completed,Bank Transfer,10.6
1629,1738,2024-05-31,Cancelled,Card,21.56
1630,2135,2024-07-21,Completed,Bank Transfer,10.66
1631,2454,2024-03-29,Completed,Mobile Money,11.3
1632,778,2024-03-26,Completed,Bank Transfer,14.5
1633,475,2024-10-01,Completed,PayPal,14.01
1634,1370,2025-09-26,Completed,PayPal,3.67
1635,1263,2025-06-21,Completed,Card,18.81
1636,1775,2024-09-23,Cancelled,Card,14.14
1637,213,2024-07-13,Completed,Card,6.07
1638,1695,2024-06-20,Completed,Card,8.06
1639,1056,2024-05-25,Completed,PayPal,14.57
1640,540,2024-07-25,Completed,Card,11.1
1641,1083,2024-12-03,Completed,Card,17.24
1642,1952,2024-02-11,Completed,Card,7.36
1643,395,2024-02-27,Completed,Card,21.29
1644,2057,2025-02-14,Returned,Mobile Money,9.48
1645,2142,2025-05-20,Completed,Bank Transfer,13.02
1646,249,2025-12-25,Completed,Card,21.95
1647,1382,2024-10-27,Completed,Card,22.78
1648,1127,2025-09-15,Completed,Mobile Money,21.87
1649,635,2025-04-27,Cancelled,Card,22.57
1650,1122,2024-10-28,Completed,Card,11.94
1651,922,2024-04-01,Completed,Bank Transfer,9.33
1652,1220,2025-06-08,Completed,Mobile Money,10.09
1653,1813,2025-01-28,Completed,Card,19.26
1654,535,2025-12-09,Completed,Bank Transfer,19.65
1655,11,2024-02-05,Completed,Card,6.69
1656,692,2025-09-19,Completed,Mobile Money,11.99
1657,757,2025-01-08,Completed,Mobile Money,7.86
1658,789,2025-12-27,Completed,Card,13.42
1659,1740,2025-03-12,Completed,Card,23.14
1660,1535,2025-11-26,Completed,PayPal,18.71
1661,1502,2025-07-07,Completed,Card,7.25
1662,2427,2024-11-18,Completed,Bank Transfer,8.08
1663,1568,2025-02-09,Completed,Card,7.08
1664,794,2024-07-26,Completed,PayPal,10.29
1665,1353,2025-11-21,Completed,Bank Transfer,23.31
1666,1472,2025-11-03,Completed,Bank Transfer,10.92
1667,626,2025-12-11,Completed,Bank Transfer,22.58
1668,1924,2024-02-08,Completed,PayPal,14.43
1669,2442,2025-02-07,Completed,Card,4.71
1670,1062,2025-08-28,Completed,Card,18.56
1671,2243,2025-08-26,Completed,Mobile Money,20.51
1672,2498,2025-10-06,Completed,Card,15.37
1673,384,2024-05-18,Completed,Bank Transfer,6.4
1674,435,2024-12-22,Completed,Mobile Money,3.59
1675,1253,2024-09-28,Completed,Mobile Money,20.27
1676,2180,2024-07-20,Completed,Bank Transfer,6.43
1677,441,2024-06-08,Completed,Cash on Delivery,23.26
1678,2278,2025-04-21,Completed,Bank Transfer,23.35
1679,1900,2025-05-07,Completed,PayPal,16.56
1680,2474,2024-11-21,Completed,Bank Transfer,16.9
1681,643,2025-08-24,Completed,Mobile Money,3.68
1682,2103,2025-02-07,Completed,Card,15.26
1683,628,2025-12-30,Completed,Cash on Delivery,12.98
1684,1469,2024-08-15,Completed,Card,3.49
1685,261,2025-03-26,Completed,Cash on Delivery,16.09
1686,1295,2025-08-25,Completed,Bank Transfer,15.82
1687,1863,2024-04-15,Completed,Card,9.63
1688,2384,2024-01-04,Completed,PayPal,17.51
1689,11,2025-05-19,Completed,PayPal,6.23
1690,820,2024-06-19,Completed,Card,8.51
1691,978,2025-06-24,Completed,Bank Transfer,3.21
1692,926,2025-04-11,Completed,PayPal,21.65
1693,2095,2024-05-15,Completed,Card,20.42
1694,1104,2025-03-03,Completed,Cash on Delivery,18.3
1695,2390,2024-08-22,Completed,Cash on Delivery,8.39
1696,600,2024-01-23,Completed,Card,12.91
1697,2063,2025-12-03,Completed,Card,13.21
1698,165,2025-06-17,Completed,PayPal,12.56
1699,15,2024-11-27,Completed,Bank Transfer,23.57
1700,655,2025-12-17,Completed,PayPal,8.67
1701,2454,2024-11-25,Returned,PayPal,22.77
1702,1673,2024-11-17,Completed,PayPal,4.32
1703,122,2024-04-10,Completed,PayPal,24.59
1704,2147,2024-03-20,Completed,Mobile Money,22.02
1705,501,2024-11-17,Completed,Mobile Money,11.79
1706,1703,2024-08-01,Completed,Bank Transfer,12.39
1707,936,2025-01-09,Completed,Mobile Money,8.75
1708,2316,2024-05-02,Completed,Mobile Money,20.79
1709,237,2025-02-15,Completed,Card,2.63
1710,1627,2024-11-13,Completed,Card,23.51
1711,1907,2025-10-24,Completed,Bank Transfer,8.02
1712,2391,2025-03-21,Completed,Card,22.5
1713,1622,2024-10-22,Completed,Bank Transfer,23.18
1714,827,2024-12-26,Completed,Card,8.21
1715,501,2024-06-09,Completed,Bank Transfer,14.24
1716,589,2024-03-25,Completed,Mobile Money,20.17
1717,548,2024-03-16,Completed,Card,16.18
1718,535,2025-09-20,Completed,PayPal,19.89
1719,2365,2025-09-12,Returned,Card,8.66
1720,944,2025-09-19,Completed,Bank Transfer,20.99
1721,792,2025-05-10,Completed,Card,14.54
1722,1630,2025-04-10,Completed,Mobile Money,20.67
1723,2333,2025-07-30,Completed,Cash on Delivery,15.66
1724,2279,2025-07-23,Completed,Card,24.4
1725,2062,2024-08-09,Completed,Bank Transfer,4.03
1726,969,2025-02-21,Completed,Card,15.68
1727,1672,2025-02-14,Completed,Bank Transfer,5.38
1728,937,2025-08-17,Completed,Card,5.45
1729,1903,2024-10-13,Completed,Card,17.61
1730,706,2025-05-03,Completed,Bank Transfer,7.39
1731,940,2025-01-28,Completed,Mobile Money,22.88
1732,660,2025-01-23,Completed,Cash on Delivery,3.34
1733,1626,2025-07-13,Completed,Bank Transfer,5.19
1734,643,2025-03-25,Completed,Card,14.75
1735,2437,2025-05-06,Completed,Bank Transfer,6.82
1736,398,2025-11-10,Completed,Card,6.25
1737,2054,2024-12-24,Completed,Mobile Money,19.43
1738,994,2025-02-02,Completed,Card,12.13
1739,1475,2025-07-27,Completed,PayPal,5.1
1740,1131,2025-11-26,Completed,Mobile Money,12.23
1741,2304,2025-09-05,Completed,Mobile Money,6.69
1742,982,2024-07-17,Completed,Card,11.45
1743,1879,2025-07-31,Cancelled,Mobile Money,6.88
1744,1693,2024-10-12,Completed,PayPal,8.97
1745,2253,2025-05-23,Completed,Bank Transfer,2.79
1746,434,2025-06-23,Completed,Card,21.98
1747,1269,2025-12-20,Completed,Bank Transfer,6.83
1748,431,2024-05-17,Completed,Card,9.5
1749,1774,2025-07-27,Completed,Card,16.72
1750,1970,2024-02-27,Completed,Card,17.55
1751,1275,2024-05-19,Completed,Mobile Money,6.62
1752,718,2024-09-20,Completed,Card,12.77
1753,298,2024-06-18,Completed,Card,7.26
1754,184,2024-12-02,Completed,Card,19.31
1755,2286,2024-04-27,Completed,Card,22.75
1756,495,2024-08-02,Cancelled,Mobile Money,5.02
1757,2042,2025-09-27,Completed,PayPal,11.75
1758,2153,2025-08-12,Completed,Card,9.97
1759,751,2024-06-25,Completed,Card,8.53
1760,300,2025-06-11,Completed,PayPal,24.88
1761,1864,2024-05-15,Completed,PayPal,13.65
1762,1143,2025-04-24,Completed,Mobile Money,12.07
1763,513,2025-07-26,Completed,Mobile Money,3.63
1764,1067,2025-05-07,Completed,Card,20.93
1765,223,2024-03-21,Completed,Bank Transfer,5.06
1766,1631,2024-01-08,Completed,Card,8.32
1767,699,2025-04-10,Completed,Card,9.57
1768,944,2024-10-21,Completed,Bank Transfer,7.95
1769,1377,2024-04-26,Completed,Cash on Delivery,16.86
1770,501,2024-09-16,Completed,PayPal,8.72
1771,2180,2025-07-29,Completed,Mobile Money,3.48
1772,2282,2024-04-05,Returned,Card,23.79
1773,2096,2025-11-10,Completed,PayPal,24.7
1774,1846,2025-12-21,Completed,PayPal,4.19
1775,352,2024-05-03,Completed,Card,7.26
1776,1217,2025-08-26,Completed,Card,3.48
1777,657,2025-03-19,Completed,Bank Transfer,15.08
1778,6,2025-03-21,Completed,Card,8.8
1779,752,2025-07-01,Completed,Card,9.92
1780,1862,2025-11-14,Completed,Mobile Money,4.71
1781,418,2024-09-11,Completed,Bank Transfer,19.87
1782,2109,2024-05-27,Returned,Card,9.21
1783,1599,2024-05-11,Completed,Bank Transfer,12.06
1784,962,2024-10-10,Completed,Card,18.14
1785,1279,2024-04-14,Completed,Card,10.49
1786,595,2024-06-14,Returned,Bank Transfer,17.77
1787,1816,2025-08-13,Completed,PayPal,18.01
1788,111,2024-02-23,Completed,Card,15.57
1789,1403,2024-03-12,Completed,Card,7.31
1790,2091,2025-05-20,Completed,Mobile Money,2.92
1791,2389,2024-12-13,Completed,PayPal,7.54
1792,2219,2024-06-10,Completed,Bank Transfer,14.4
1793,2411,2024-02-19,Completed,Card,2.86
1794,2377,2025-10-28,Completed,Bank Transfer,18.18
1795,580,2024-07-07,Completed,Bank Transfer,8.52
1796,2172,2025-07-13,Completed,PayPal,15.41
1797,1822,2025-01-17,Completed,Cash on Delivery,8.32
1798,687,2024-07-13,Completed,Mobile Money,13.7
1799,2046,2024-10-13,Completed,Bank Transfer,13.16
1800,2349,2024-10-23,Completed,Card,9.99
1801,2424,2024-09-22,Completed,Cash on Delivery,15.04
1802,1171,2024-10-21,Completed,Card,13.77
1803,1740,2024-07-08,Completed,PayPal,10.57
1804,2480,2025-06-27,Completed,Cash on Delivery,19.03
1805,1195,2024-01-26,Completed,PayPal,20.72
1806,1788,2025-03-06,Completed,Bank Transfer,7.52
1807,194,2024-12-12,Completed,Card,15.11
1808,322,2024-12-02,Completed,PayPal,19.37
1809,2349,2024-06-10,Completed,Mobile Money,21.23
1810,2375,2024-01-16,Completed,Mobile Money,3.58
1811,2330,2025-07-29,Completed,Mobile Money,11.32
1812,1490,2025-10-20,Completed,Card,20.51
1813,1415,2025-11-30,Completed,Card,18.56
1814,1568,2025-04-23,Completed,Mobile Money,21.39
1815,1070,2025-04-16,Completed,Card,4.92
1816,569,2024-01-07,Completed,PayPal,22.85
1817,2393,2024-03-21,Completed,Mobile Money,22.01
1818,2155,2025-12-25,Completed,Mobile Money,3.24
1819,2041,2024-01-15,Completed,PayPal,8.07
1820,2285,2024-03-01,Completed,Card,17.28
1821,1224,2024-09-17,Completed,Bank Transfer,4.91
1822,6,2025-06-07,Completed,Mobile Money,5.86
1823,2059,2024-12-20,Completed,Cash on Delivery,21.07
1824,1434,2024-11-09,Completed,Mobile Money,18.34
1825,172,2025-12-06,Completed,Bank Transfer,14.91
1826,1811,2025-09-17,Completed,Bank Transfer,5.95
1827,1518,2024-04-11,Completed,Mobile Money,9.11
1828,1642,2024-11-19,Completed,Cash on Delivery,24.66
1829,286,2024-04-01,Completed,Card,5.55
1830,1195,2024-09-04,Returned,Cash on Delivery,23.26
1831,1623,2024-02-19,Completed,Bank Transfer,3.33
1832,1135,2025-11-01,Completed,Card,4.02
1833,1076,2024-05-26,Completed,Card,15.25
1834,977,2024-12-01,Completed,Cash on Delivery,13.3
1835,1472,2025-01-17,Completed,PayPal,24.48
1836,1855,2025-06-23,Completed,Card,12.85
1837,1717,2024-03-15,Completed,Mobile Money,9.11
1838,2074,2024-04-07,Completed,Card,14.05
1839,1805,2025-05-26,Completed,Bank Transfer,11.64
1840,2253,2025-10-02,Completed,Bank Transfer,11.25
1841,725,2024-07-09,Completed,Bank Transfer,14.94
1842,2378,2024-06-11,Completed,Card,17.0
1843,2339,2024-01-14,Completed,Card,12.72
1844,40,2025-02-17,Completed,Card,12.77
1845,988,2024-07-12,Completed,Card,20.22
1846,2178,2025-01-06,Completed,Mobile Money,8.45
1847,1997,2025-09-11,Completed,Card,4.64
1848,102,2024-05-26,Completed,Card,23.75
1849,1846,2025-06-01,Completed,Card,21.75
1850,1587,2025-05-10,Completed,Card,20.69
1851,1335,2025-05-03,Completed,Mobile Money,15.88
1852,56,2024-02-19,Completed,PayPal,6.18
1853,278,2025-04-05,Completed,Card,2.91
1854,743,2025-05-18,Completed,Bank Transfer,23.61
1855,994,2025-01-11,Completed,PayPal,17.56
1856,1961,2025-04-19,Cancelled,Card,10.25
1857,614,2024-09-18,Completed,Card,19.48
1858,700,2025-03-20,Completed,Card,7.49
1859,664,2025-11-19,Completed,Bank Transfer,3.36
1860,1934,2025-11-23,Completed,Bank Transfer,20.91
1861,2119,2025-05-15,Completed,Card,4.91
1862,1207,2024-06-08,Completed,Cash on Delivery,3.39
1863,899,2024-01-15,Completed,Bank Transfer,23.26
1864,1861,2024-11-25,Completed,Card,14.67
1865,856,2025-05-28,Returned,Card,20.13
1866,2178,2024-01-02,Completed,PayPal,4.96
1867,803,2024-12-05,Completed,Mobile Money,4.2
1868,1242,2024-05-02,Completed,Mobile Money,15.61
1869,2028,2025-03-05,Completed,Card,19.77
1870,406,2024-11-14,Completed,Bank Transfer,22.38
1871,2018,2025-12-15,Completed,Bank Transfer,18.42
1872,1170,2024-11-24,Completed,Card,18.82
1873,2151,2024-12-04,Completed,Card,12.48
1874,1180,2025-06-15,Completed,Bank Transfer,3.05
1875,328,2024-01-06,Completed,Bank Transfer,8.44
1876,56,2024-08-15,Completed,PayPal,19.11
1877,1723,2024-02-09,Completed,PayPal,20.35
1878,2144,2025-07-18,Completed,Card,9.1
1879,1376,2024-09-20,Completed,Mobile Money,20.83
1880,866,2025-05-29,Completed,PayPal,6.87
1881,1239,2025-04-04,Completed,Card,4.6
1882,1169,2025-08-08,Completed,Bank Transfer,16.14
1883,248,2024-03-11,Completed,Bank Transfer,5.13
1884,1622,2024-07-10,Returned,Mobile Money,17.82
1885,1395,2024-06-24,Completed,Card,6.04
1886,726,2024-10-23,Completed,Bank Transfer,9.92
1887,23,2025-08-07,Completed,Mobile Money,16.06
1888,1901,2024-08-28,Completed,Cash on Delivery,4.02
1889,723,2025-11-27,Completed,Card,17.11
1890,567,2024-09-29,Completed,Card,14.49
1891,526,2025-07-12,Completed,PayPal,24.51
1892,462,2025-06-11,Completed,Card,10.16
1893,951,2025-07-03,Cancelled,PayPal,21.68
1894,36,2025-08-01,Completed,Bank Transfer,20.15
1895,364,2025-02-21,Completed,Mobile Money,8.4
1896,2222,2024-05-29,Completed,Mobile Money,24.51
1897,1587,2025-05-13,Completed,Bank Transfer,13.06
1898,44,2025-09-17,Completed,Bank Transfer,24.55
1899,2063,2025-08-18,Completed,Cash on Delivery,21.27
1900,954,2025-08-05,Completed,Bank Transfer,21.52
1901,550,2025-02-11,Completed,Card,17.53
1902,1632,2024-06-30,Completed,Mobile Money,5.37
1903,2481,2025-06-24,Completed,PayPal,3.75
1904,2301,2024-10-15,Completed,Cash on Delivery,24.85
1905,2228,2025-02-25,Completed,Card,7.83
1906,722,2025-10-27,Cancelled,Bank Transfer,12.04
1907,2391,2024-02-04,Completed,Bank Transfer,5.28
1908,561,2024-07-12,Completed,Card,16.29
1909,632,2024-09-09,Completed,Card,13.41
1910,1344,2025-09-07,Returned,Card,3.77
1911,1321,2024-05-14,Returned,Bank Transfer,5.11
1912,1463,2024-05-04,Completed,Bank Transfer,13.89
1913,1924,2024-11-26,Completed,Mobile Money,3.36
1914,792,2025-05-07,Completed,PayPal,7.86
1915,1377,2025-08-22,Completed,Cash on Delivery,9.69
1916,1275,2025-02-26,Completed,Cash on Delivery,6.04
1917,2289,2024-06-05,Completed,Card,19.17
1918,1694,2024-05-02,Completed,PayPal,24.27
1919,250,2024-09-26,Completed,Card,18.84
1920,2203,2025-05-02,Completed,Bank Transfer,11.14
1921,597,2025-03-25,Completed,Mobile Money,12.73
1922,619,2025-11-06,Completed,PayPal,20.35
1923,1753,2024-10-25,Completed,Mobile Money,15.1
1924,1104,2024-10-29,Completed,Mobile Money,7.51
1925,2178,2025-08-04,Completed,Mobile Money,22.95
1926,1570,2025-07-13,Completed,Mobile Money,7.29
1927,236,2024-07-31,Completed,PayPal,23.11
1928,1597,2025-01-26,Completed,Mobile Money,12.76
1929,1718,2025-01-20,Completed,Bank Transfer,13.49
1930,1897,2025-11-03,Completed,Mobile Money,10.39
1931,1253,2024-12-24,Completed,Card,12.24
1932,2454,2025-04-13,Completed,Bank Transfer,4.83
1933,2154,2025-04-13,Completed,Bank Transfer,7.05
1934,1197,2025-04-23,Completed,PayPal,15.19
1935,1183,2025-01-01,Completed,Cash on Delivery,23.03
1936,2470,2025-09-04,Completed,Card,14.07
1937,1139,2025-06-03,Completed,Bank Transfer,21.47
1938,1357,2024-02-25,Completed,Bank Transfer,13.73
1939,2443,2025-10-12,Completed,Card,4.46
1940,448,2025-01-23,Completed,Card,11.28
1941,2270,2025-07-30,Completed,Bank Transfer,21.37
1942,968,2024-08-18,Completed,Card,14.96
1943,2240,2024-11-06,Completed,Mobile Money,5.9
1944,339,2025-11-28,Cancelled,Card,7.66
1945,289,2025-01-21,Completed,Card,15.5
1946,359,2024-06-14,Completed,Bank Transfer,6.44
1947,984,2025-10-14,Completed,Card,19.33
1948,167,2024-01-14,Completed,Bank Transfer,23.56
1949,2253,2024-08-26,Completed,Card,18.19
1950,1112,2024-04-26,Completed,Cash on Delivery,21.19
1951,169,2025-12-22,Completed,Card,19.25
1952,241,2024-03-20,Cancelled,Card,2.77
1953,1984,2024-01-03,Completed,PayPal,15.65
1954,773,2024-12-03,Completed,Bank Transfer,16.16
1955,1930,2024-02-28,Completed,Bank Transfer,4.53
1956,2391,2025-09-30,Completed,Card,15.71
1957,256,2025-05-22,Completed,Mobile Money,15.49
1958,1384,2024-05-08,Completed,Bank Transfer,13.67
1959,553,2025-08-09,Completed,Card,19.37
1960,194,2024-05-27,Completed,Card,24.7
1961,1775,2025-09-25,Completed,Card,12.43
1962,1247,2025-11-25,Completed,Card,15.41
1963,1263,2024-08-17,Completed,Card,21.67
1964,190,2024-10-16,Completed,Card,22.74
1965,2348,2024-01-28,Completed,Bank Transfer,3.26
1966,2141,2025-11-27,Cancelled,Bank Transfer,24.22
1967,2424,2025-03-26,Completed,Mobile Money,6.55
1968,2122,2025-11-21,Cancelled,Card,3.98
1969,2454,2024-04-11,Completed,Bank Transfer,14.84
1970,1148,2024-05-11,Completed,Mobile Money,18.02
1971,1318,2024-01-07,Completed,Bank Transfer,12.06
1972,2149,2024-04-01,Completed,Mobile Money,9.88
1973,2399,2025-06-10,Completed,Mobile Money,16.4
1974,944,2025-11-10,Returned,Bank Transfer,10.69
1975,1944,2025-10-06,Completed,Card,6.6
1976,140,2025-03-12,Completed,Card,15.93
1977,286,2024-03-03,Completed,Card,22.94
1978,1727,2024-05-04,Completed,Cash on Delivery,12.72
1979,2164,2025-04-06,Completed,Bank Transfer,16.43
1980,1701,2025-09-25,Cancelled,Bank Transfer,16.11
1981,1082,2024-05-18,Completed,Card,24.82
1982,1242,2025-10-09,Completed,PayPal,23.25
1983,585,2025-05-11,Completed,Bank Transfer,15.12
1984,2405,2025-08-07,Completed,Bank Transfer,18.07
1985,1308,2024-08-25,Completed,Card,19.32
1986,1203,2024-06-26,Cancelled,Card,10.46
1987,41,2024-09-21,Completed,Bank Transfer,17.54
1988,1228,2024-04-19,Completed,PayPal,20.1
1989,1706,2024-12-25,Returned,PayPal,22.67
1990,473,2025-04-21,Completed,Bank Transfer,9.61
1991,1149,2025-04-27,Completed,Cash on Delivery,6.05
1992,729,2025-09-03,Completed,Cash on Delivery,20.41
1993,1722,2024-06-27,Completed,Card,10.36
1994,824,2025-08-10,Completed,Mobile Money,6.09
1995,1663,2025-07-13,Completed,Cash on Delivery,3.05
1996,1586,2025-11-24,Returned,Card,10.13
1997,276,2024-11-29,Completed,Bank Transfer,12.95
1998,888,2025-10-10,Completed,Bank Transfer,16.82
1999,1794,2025-08-07,Completed,Cash on Delivery,6.13
2000,752,2025-08-07,Completed,PayPal,16.44
2001,235,2024-07-26,Completed,Bank Transfer,9.64
2002,849,2025-09-07,Completed,PayPal,4.31
2003,2149,2025-04-20,Completed,Card,23.21
2004,2388,2024-09-16,Completed,Bank Transfer,15.2
2005,323,2024-01-10,Completed,Cash on Delivery,2.7
2006,1228,2024-05-12,Completed,Card,20.68
2007,1644,2024-08-11,Completed,Cash on Delivery,8.96
2008,944,2024-07-21,Completed,Card,11.04
2009,167,2025-06-04,Completed,PayPal,7.14
2010,884,2025-05-23,Completed,Mobile Money,17.13
2011,1306,2025-04-27,Completed,Card,16.47
2012,368,2024-05-16,Returned,Bank Transfer,14.88
2013,1109,2024-08-03,Completed,PayPal,7.39
2014,1945,2024-09-24,Completed,Card,18.86
2015,1727,2024-10-15,Completed,Mobile Money,10.5
2016,1883,2025-04-11,Completed,Bank Transfer,20.62
2017,1147,2024-04-16,Completed,Card,14.98
2018,198,2024-05-08,Completed,Card,20.62
2019,2372,2025-01-02,Completed,PayPal,3.68
2020,1941,2024-04-18,Completed,PayPal,3.57
2021,1944,2024-09-04,Completed,Bank Transfer,8.96
2022,337,2025-06-26,Completed,Mobile Money,19.6
2023,1261,2024-08-19,Completed,Bank Transfer,8.69
2024,312,2025-03-18,Completed,Card,6.94
2025,1405,2024-10-04,Completed,Card,3.3
2026,2416,2025-07-23,Completed,Bank Transfer,3.45
2027,2443,2024-05-18,Completed,Mobile Money,16.86
2028,2403,2025-01-23,Completed,Card,20.52
2029,963,2025-01-05,Completed,Card,10.64
2030,395,2025-08-14,Completed,Card,24.39
2031,832,2024-03-17,Completed,Bank Transfer,18.26
2032,997,2025-08-07,Completed,Bank Transfer,18.62
2033,1094,2024-05-22,Completed,Card,23.11
2034,1538,2024-11-24,Completed,Card,7.53
2035,118,2024-04-06,Completed,PayPal,10.49
2036,93,2025-03-13,Completed,Cash on Delivery,23.53
2037,1698,2024-07-15,Cancelled,Mobile Money,16.75
2038,141,2025-09-17,Completed,Bank Transfer,3.66
2039,1263,2024-03-30,Completed,Card,10.92
2040,2258,2024-05-22,Completed,Mobile Money,9.91
2041,1119,2025-07-02,Completed,Bank Transfer,5.66
2042,2195,2025-10-31,Completed,PayPal,18.82
2043,921,2024-11-13,Completed,Cash on Delivery,7.75
2044,2095,2025-10-04,Completed,Card,3.0
2045,827,2025-03-20,Completed,Card,4.28
2046,1658,2024-10-24,Completed,Mobile Money,20.09
2047,1044,2025-10-15,Completed,Bank Transfer,3.71
2048,795,2024-11-02,Completed,Mobile Money,15.79
2049,1824,2024-02-06,Completed,Cash on Delivery,19.99
2050,2393,2025-08-31,Completed,Card,16.95
2051,673,2024-10-20,Returned,PayPal,17.43
2052,1840,2025-07-28,Completed,Mobile Money,13.72
2053,1943,2025-12-13,Completed,Bank Transfer,4.07
2054,821,2024-01-07,Completed,Card,4.59
2055,213,2025-03-22,Completed,Bank Transfer,19.41
2056,2232,2024-12-20,Completed,Cash on Delivery,8.76
2057,1873,2024-03-28,Completed,Bank Transfer,8.91
2058,2191,2025-11-11,Completed,Mobile Money,12.62
2059,1870,2024-06-29,Completed,Mobile Money,16.02
2060,2000,2024-05-25,Completed,Bank Transfer,24.19
2061,1220,2024-05-16,Completed,Cash on Delivery,7.65
2062,1927,2025-08-03,Returned,Card,9.86
2063,829,2025-07-13,Completed,Card,16.8
2064,944,2025-09-24,Completed,PayPal,6.03
2065,1597,2025-04-22,Completed,Card,18.61
2066,1504,2025-06-20,Completed,Card,4.9
2067,1775,2024-04-08,Completed,Card,4.05
2068,105,2024-09-27,Completed,Card,14.9
2069,1056,2024-03-02,Completed,Card,20.4
2070,1661,2024-08-26,Completed,Bank Transfer,20.27
2071,1138,2024-01-20,Completed,Mobile Money,10.91
2072,392,2024-11-26,Completed,Bank Transfer,12.69
2073,1572,2025-02-09,Completed,PayPal,22.67
2074,764,2024-11-29,Returned,Card,20.3
2075,321,2025-01-12,Completed,Cash on Delivery,8.08
2076,1007,2025-03-10,Completed,Card,6.89
2077,2226,2025-10-21,Completed,Card,2.87
2078,2114,2024-01-11,Completed,Bank Transfer,10.13
